gameid,league,year,date,game,playoffs,side,team,gamelength,result,teamkills,teamdeaths,totalgold,enemy_gold,enemy_team
ESPORTSTMNT01/1424894,LCS,2020,7/25/2020 22:32,1,0,Blue,Immortals,1539,0,2,16,36555,51083,Cloud9
ESPORTSTMNT01/1424894,LCS,2020,7/25/2020 22:32,1,0,Red,Cloud9,1539,1,16,2,51083,36555,Immortals
ESPORTSTMNT01/1435099,LJL,2020,7/26/2020 3:48,1,0,Blue,Burning Core,1778,0,2,13,42706,54555,Sengoku Gaming
ESPORTSTMNT01/1435099,LJL,2020,7/26/2020 3:48,1,0,Red,Sengoku Gaming,1778,1,13,2,54555,42706,Burning Core
ESPORTSTMNT01/1435105,LJL,2020,7/26/2020 4:53,1,0,Blue,Fukuoka SoftBank Hawks gaming,1919,1,17,4,59413,47286,Sengoku Gaming
ESPORTSTMNT01/1435105,LJL,2020,7/26/2020 4:53,1,0,Red,Sengoku Gaming,1919,0,4,17,47286,59413,Fukuoka SoftBank Hawks gaming
6463-8538,LDL,2020,7/26/2020 5:13,1,0,Blue,LNG Academy,1622,0,7,19,46011,56135,Vici Gaming Potential
6463-8538,LDL,2020,7/26/2020 5:13,1,0,Red,Vici Gaming Potential,1622,1,19,7,56135,46011,LNG Academy
ESPORTSTMNT01/1435111,LCK,2020,7/26/2020 5:54,1,0,Blue,SANDBOX Gaming,1598,1,18,5,51371,39559,SeolHaeOne Prince
ESPORTSTMNT01/1435111,LCK,2020,7/26/2020 5:54,1,0,Red,SeolHaeOne Prince,1598,0,5,18,39559,51371,SANDBOX Gaming
6463-8539,LDL,2020,7/26/2020 6:04,2,0,Blue,LNG Academy,1589,0,9,28,42737,53667,Vici Gaming Potential
6463-8539,LDL,2020,7/26/2020 6:04,2,0,Red,Vici Gaming Potential,1589,1,27,9,53667,42737,LNG Academy
ESPORTSTMNT01/1435118,LJL,2020,7/26/2020 6:20,1,0,Blue,Fukuoka SoftBank Hawks gaming,1404,0,1,11,33494,45572,V3 Esports
ESPORTSTMNT01/1435118,LJL,2020,7/26/2020 6:20,1,0,Red,V3 Esports,1404,1,11,1,45572,33494,Fukuoka SoftBank Hawks gaming
6465-8543,LDL,2020,7/26/2020 7:06,1,0,Blue,Royal Club,2567,0,25,31,79237,85537,Legend Esport Gaming
6465-8543,LDL,2020,7/26/2020 7:06,1,0,Red,Legend Esport Gaming,2567,1,31,25,85537,79237,Royal Club
ESPORTSTMNT01/1435130,LJL,2020,7/26/2020 7:09,1,0,Blue,Burning Core,1990,1,16,6,60974,49829,DetonatioN FocusMe
ESPORTSTMNT01/1435130,LJL,2020,7/26/2020 7:09,1,0,Red,DetonatioN FocusMe,1990,0,6,16,49829,60974,Burning Core
6464-8541,LDL,2020,7/26/2020 7:12,1,0,Blue,V5 87,1672,1,17,10,55651,45937,LinGan e-Sports
6464-8541,LDL,2020,7/26/2020 7:12,1,0,Red,LinGan e-Sports,1672,0,10,17,45937,55651,V5 87
6464-8542,LDL,2020,7/26/2020 8:02,2,0,Blue,V5 87,1692,1,15,7,55986,43221,LinGan e-Sports
6464-8542,LDL,2020,7/26/2020 8:02,2,0,Red,LinGan e-Sports,1692,0,7,15,43221,55986,V5 87
6465-8544,LDL,2020,7/26/2020 8:12,2,0,Blue,Legend Esport Gaming,2310,1,18,8,74882,62694,Royal Club
6465-8544,LDL,2020,7/26/2020 8:12,2,0,Red,Royal Club,2310,0,8,18,62694,74882,Legend Esport Gaming
ESPORTSTMNT01/1435170,LJL,2020,7/26/2020 8:22,1,0,Blue,V3 Esports,1581,1,30,6,53792,40131,Rascal Jester
ESPORTSTMNT01/1435170,LJL,2020,7/26/2020 8:22,1,0,Red,Rascal Jester,1581,0,6,30,40131,53792,V3 Esports
ESPORTSTMNT01/1435174,LCK,2020,7/26/2020 8:34,2,0,Blue,SeolHaeOne Prince,2729,0,16,21,76784,83400,SANDBOX Gaming
ESPORTSTMNT01/1435174,LCK,2020,7/26/2020 8:34,2,0,Red,SANDBOX Gaming,2729,1,21,16,83400,76784,SeolHaeOne Prince
ESPORTSTMNT01/1435180,PCS,2020,7/26/2020 8:49,1,0,Blue,J Team,1709,1,18,3,57782,42161,Berjaya Dragons
ESPORTSTMNT01/1435180,PCS,2020,7/26/2020 8:49,1,0,Red,Berjaya Dragons,1709,0,3,18,42161,57782,J Team
6466-8550,LDL,2020,7/26/2020 9:12,1,0,Blue,Suning-S,2291,0,9,17,62278,69475,Dominus Esports Young
6466-8550,LDL,2020,7/26/2020 9:12,1,0,Red,Dominus Esports Young,2291,1,17,9,69475,62278,Suning-S
6628-8540,LPL,2020,7/26/2020 9:18,1,0,Blue,Bilibili Gaming,1947,0,4,22,47987,62441,JD Gaming
6628-8540,LPL,2020,7/26/2020 9:18,1,0,Red,JD Gaming,1947,1,22,4,62441,47987,Bilibili Gaming
ESPORTSTMNT01/1435191,LJL,2020,7/26/2020 9:27,1,0,Blue,Crest Gaming Act,2575,1,28,19,73025,71555,Rascal Jester
ESPORTSTMNT01/1435191,LJL,2020,7/26/2020 9:27,1,0,Red,Rascal Jester,2575,0,19,28,71555,73025,Crest Gaming Act
6467-8546,LDL,2020,7/26/2020 9:30,1,0,Blue,optical spectrum E-sports,2593,0,14,20,70211,83118,Team WE Academy
6467-8546,LDL,2020,7/26/2020 9:30,1,0,Red,Team WE Academy,2593,1,20,14,83118,70211,optical spectrum E-sports
ESPORTSTMNT01/1435198,VCS,2020,7/26/2020 9:43,1,0,Blue,GAM Esports,1622,1,17,4,55467,40799,OverPower Esports
ESPORTSTMNT01/1435198,VCS,2020,7/26/2020 9:43,1,0,Red,OverPower Esports,1622,0,4,17,40799,55467,GAM Esports
ESPORTSTMNT01/1435199,LCK,2020,7/26/2020 9:44,1,0,Blue,Team Dynamics,1779,1,12,4,55864,47447,KT Rolster
ESPORTSTMNT01/1435199,LCK,2020,7/26/2020 9:44,1,0,Red,KT Rolster,1779,0,4,12,47447,55864,Team Dynamics
ESPORTSTMNT01/1435201,PCS,2020,7/26/2020 9:45,1,0,Blue,Nova Esports,1861,1,13,10,58469,52732,Alpha Esports
ESPORTSTMNT01/1435201,PCS,2020,7/26/2020 9:45,1,0,Red,Alpha Esports,1861,0,10,13,52732,58469,Nova Esports
6466-8551,LDL,2020,7/26/2020 10:12,2,0,Blue,Suning-S,1840,1,21,11,62622,49914,Dominus Esports Young
6466-8551,LDL,2020,7/26/2020 10:12,2,0,Red,Dominus Esports Young,1840,0,11,21,49914,62622,Suning-S
6628-8545,LPL,2020,7/26/2020 10:13,2,0,Blue,Bilibili Gaming,2435,0,18,18,72108,76726,JD Gaming
6628-8545,LPL,2020,7/26/2020 10:13,2,0,Red,JD Gaming,2435,1,18,18,76726,72108,Bilibili Gaming
ESPORTSTMNT04/1250467,TCL,2020,7/26/2020 10:23,1,0,Blue,Beşiktaş Esports,1754,0,3,21,44116,57946,İstanbul Wildcats
ESPORTSTMNT04/1250467,TCL,2020,7/26/2020 10:23,1,0,Red,İstanbul Wildcats,1754,1,21,3,57946,44116,Beşiktaş Esports
6467-8547,LDL,2020,7/26/2020 10:37,2,0,Blue,Team WE Academy,2098,1,33,14,71714,60240,optical spectrum E-sports
6467-8547,LDL,2020,7/26/2020 10:37,2,0,Red,optical spectrum E-sports,2098,0,14,33,60240,71714,Team WE Academy
ESPORTSTMNT01/1435218,VCS,2020,7/26/2020 10:45,2,0,Blue,OverPower Esports,1619,1,17,9,54694,44684,GAM Esports
ESPORTSTMNT01/1435218,VCS,2020,7/26/2020 10:45,2,0,Red,GAM Esports,1619,0,9,17,44684,54694,OverPower Esports
ESPORTSTMNT01/1435219,PCS,2020,7/26/2020 10:49,1,0,Blue,Liyab Esports,2009,0,8,22,54785,64852,Hong Kong Attitude
ESPORTSTMNT01/1435219,PCS,2020,7/26/2020 10:49,1,0,Red,Hong Kong Attitude,2009,1,22,8,64852,54785,Liyab Esports
6466-8552,LDL,2020,7/26/2020 11:04,3,0,Blue,Suning-S,1716,1,13,1,55674,41827,Dominus Esports Young
6466-8552,LDL,2020,7/26/2020 11:04,3,0,Red,Dominus Esports Young,1716,0,1,13,41827,55674,Suning-S
ESPORTSTMNT01/1435221,LJL,2020,7/26/2020 11:05,1,0,Blue,DetonatioN FocusMe,2128,1,19,5,67222,56432,AXIZ
ESPORTSTMNT01/1435221,LJL,2020,7/26/2020 11:05,1,0,Red,AXIZ,2128,0,5,19,56432,67222,DetonatioN FocusMe
6629-8548,LPL,2020,7/26/2020 11:27,1,0,Blue,Invictus Gaming,1960,1,23,14,64691,53472,Top Esports
6629-8548,LPL,2020,7/26/2020 11:27,1,0,Red,Top Esports,1960,0,14,23,53472,64691,Invictus Gaming
ESPORTSTMNT01/1435224,LCK,2020,7/26/2020 11:37,2,0,Blue,KT Rolster,1974,1,11,3,63686,54166,Team Dynamics
ESPORTSTMNT01/1435224,LCK,2020,7/26/2020 11:37,2,0,Red,Team Dynamics,1974,0,3,11,54166,63686,KT Rolster
ESPORTSTMNT04/1240486,TCL,2020,7/26/2020 11:37,1,0,Blue,Galatasaray Esports,1146,1,21,4,40109,27551,Royal Youth
ESPORTSTMNT04/1240486,TCL,2020,7/26/2020 11:37,1,0,Red,Royal Youth,1146,0,4,21,27551,40109,Galatasaray Esports
ESPORTSTMNT01/1435227,PCS,2020,7/26/2020 11:49,1,0,Blue,ahq eSports Club,1943,0,11,15,51325,57298,PSG Talon
ESPORTSTMNT01/1435227,PCS,2020,7/26/2020 11:49,1,0,Red,PSG Talon,1943,1,15,11,57298,51325,ahq eSports Club
ESPORTSTMNT01/1435237,VCS,2020,7/26/2020 12:01,3,0,Blue,GAM Esports,2165,1,29,17,72058,63766,OverPower Esports
ESPORTSTMNT01/1435237,VCS,2020,7/26/2020 12:01,3,0,Red,OverPower Esports,2165,0,17,29,63766,72058,GAM Esports
6629-8549,LPL,2020,7/26/2020 12:18,2,0,Blue,Invictus Gaming,2050,1,16,19,63399,61865,Top Esports
6629-8549,LPL,2020,7/26/2020 12:18,2,0,Red,Top Esports,2050,0,18,16,61865,63399,Invictus Gaming
ESPORTSTMNT01/1435240,LJL,2020,7/26/2020 12:18,1,0,Blue,AXIZ,1825,1,13,12,55996,50848,Crest Gaming Act
ESPORTSTMNT01/1435240,LJL,2020,7/26/2020 12:18,1,0,Red,Crest Gaming Act,1825,0,12,13,50848,55996,AXIZ
ESPORTSTMNT04/1240489,TCL,2020,7/26/2020 12:22,1,0,Blue,1907 Fenerbahçe Esports,1890,0,1,14,46908,61025,Galakticos
ESPORTSTMNT04/1240489,TCL,2020,7/26/2020 12:22,1,0,Red,Galakticos,1890,1,14,1,61025,46908,1907 Fenerbahçe Esports
ESPORTSTMNT04/1250471,LCL,2020,7/26/2020 12:29,1,0,Blue,Vega Squadron,2138,0,16,21,59424,67332,CrowCrowd
ESPORTSTMNT04/1250471,LCL,2020,7/26/2020 12:29,1,0,Red,CrowCrowd,2138,1,21,16,67332,59424,Vega Squadron
ESPORTSTMNT01/1435244,LCK,2020,7/26/2020 12:35,3,0,Blue,Team Dynamics,2088,0,7,11,57751,61841,KT Rolster
ESPORTSTMNT01/1435244,LCK,2020,7/26/2020 12:35,3,0,Red,KT Rolster,2088,1,11,7,61841,57751,Team Dynamics
ESPORTSTMNT01/1435249,PCS,2020,7/26/2020 12:54,1,0,Blue,Machi Esports,2673,1,17,16,73488,67857,Hong Kong Attitude
ESPORTSTMNT01/1435249,PCS,2020,7/26/2020 12:54,1,0,Red,Hong Kong Attitude,2673,0,16,17,67857,73488,Machi Esports
ESPORTSTMNT01/1435255,VCS,2020,7/26/2020 13:05,1,0,Blue,Saigon Buffalo,1928,1,21,9,63797,51733,Percent Esports
ESPORTSTMNT01/1435255,VCS,2020,7/26/2020 13:05,1,0,Red,Percent Esports,1928,0,9,21,51733,63797,Saigon Buffalo
ESPORTSTMNT01/1425062,HM,2020,7/26/2020 13:15,1,0,Blue,Team Sampi,1583,1,18,7,53210,41156,Gunrunners
ESPORTSTMNT01/1425062,HM,2020,7/26/2020 13:15,1,0,Red,Gunrunners,1583,0,7,18,41156,53210,Team Sampi
ESPORTSTMNT04/1240495,TCL,2020,7/26/2020 13:16,1,0,Blue,SuperMassive Esports,1646,1,11,1,55266,40854,Team AURORA
ESPORTSTMNT04/1240495,TCL,2020,7/26/2020 13:16,1,0,Red,Team AURORA,1646,0,1,11,40854,55266,SuperMassive Esports
ESPORTSTMNT02/1400202,LPLOL,2020,7/26/2020 13:40,1,1,Blue,SAMCLAN Esports Club,1952,1,13,7,60812,49309,OFFSET Esports
ESPORTSTMNT02/1400202,LPLOL,2020,7/26/2020 13:40,1,1,Red,OFFSET Esports,1952,0,7,13,49309,60812,SAMCLAN Esports Club
ESPORTSTMNT01/1435274,HM,2020,7/26/2020 13:52,1,0,Blue,BRUTE,1463,0,6,22,35692,49584,eSuba
ESPORTSTMNT01/1435274,HM,2020,7/26/2020 13:52,1,0,Red,eSuba,1463,1,21,6,49584,35692,BRUTE
ESPORTSTMNT04/1250473,LCL,2020,7/26/2020 13:54,1,0,Blue,Elements Pro Gaming,2037,0,14,15,55063,65699,Gambit Esports
ESPORTSTMNT04/1250473,LCL,2020,7/26/2020 13:54,1,0,Red,Gambit Esports,2037,1,15,14,65699,55063,Elements Pro Gaming
ESPORTSTMNT04/1240500,TCL,2020,7/26/2020 14:10,1,0,Blue,Dark Passage,1826,0,1,17,43050,57292,5 Ronin
ESPORTSTMNT04/1240500,TCL,2020,7/26/2020 14:10,1,0,Red,5 Ronin,1826,1,17,1,57292,43050,Dark Passage
ESPORTSTMNT01/1435279,VCS,2020,7/26/2020 14:15,2,0,Blue,Percent Esports,2243,0,12,23,62400,73525,Saigon Buffalo
ESPORTSTMNT01/1435279,VCS,2020,7/26/2020 14:15,2,0,Red,Saigon Buffalo,2243,1,23,13,73525,62400,Percent Esports
ESPORTSTMNT02/1400214,LPLOL,2020,7/26/2020 14:31,2,1,Blue,OFFSET Esports,1800,0,7,14,45624,57567,SAMCLAN Esports Club
ESPORTSTMNT02/1400214,LPLOL,2020,7/26/2020 14:31,2,1,Red,SAMCLAN Esports Club,1800,1,14,7,57567,45624,OFFSET Esports
ESPORTSTMNT01/1435283,HM,2020,7/26/2020 14:43,1,0,Blue,SINNERS Esports,1849,1,20,12,58913,49408,Cyber Gaming
ESPORTSTMNT01/1435283,HM,2020,7/26/2020 14:43,1,0,Red,Cyber Gaming,1849,0,12,20,49408,58913,SINNERS Esports
ESPORTSTMNT01/1425076,PCS,2020,7/26/2020 14:53,1,0,Blue,Resurgence,1892,0,7,21,49902,59120,PSG Talon
ESPORTSTMNT01/1425076,PCS,2020,7/26/2020 14:53,1,0,Red,PSG Talon,1892,1,21,7,59120,49902,Resurgence
ESPORTSTMNT04/1250495,LCL,2020,7/26/2020 14:55,1,0,Blue,RoX,1683,0,4,16,42642,52914,One Breath Gaming
ESPORTSTMNT04/1250495,LCL,2020,7/26/2020 14:55,1,0,Red,One Breath Gaming,1683,1,16,4,52914,42642,RoX
ESPORTSTMNT01/1435288,CBLOL,2020,7/26/2020 15:18,1,0,Blue,paiN Gaming,1466,0,7,18,39120,47915,Santos e-Sports
ESPORTSTMNT01/1435288,CBLOL,2020,7/26/2020 15:18,1,0,Red,Santos e-Sports,1466,1,18,7,47915,39120,paiN Gaming
ESPORTSTMNT01/1435290,PGN,2020,7/26/2020 15:26,1,1,Blue,Racoon,1858,0,11,10,51899,55417,Mkers
ESPORTSTMNT01/1435290,PGN,2020,7/26/2020 15:26,1,1,Red,Mkers,1858,1,10,11,55417,51899,Racoon
ESPORTSTMNT01/1435294,HM,2020,7/26/2020 15:47,1,0,Blue,Cyber Gaming,1976,1,15,8,63757,48310,Vikingekrig Esports
ESPORTSTMNT01/1435294,HM,2020,7/26/2020 15:47,1,0,Red,Vikingekrig Esports,1976,0,8,15,48310,63757,Cyber Gaming
ESPORTSTMNT02/1400227,LPLOL,2020,7/26/2020 15:49,3,1,Blue,SAMCLAN Esports Club,1744,0,7,17,43949,52417,OFFSET Esports
ESPORTSTMNT02/1400227,LPLOL,2020,7/26/2020 15:49,3,1,Red,OFFSET Esports,1744,1,17,7,52417,43949,SAMCLAN Esports Club
ESPORTSTMNT04/1250496,LCL,2020,7/26/2020 15:54,1,0,Blue,Unicorns Of Love.CIS,1722,1,24,14,61293,49012,Dragon Army
ESPORTSTMNT04/1250496,LCL,2020,7/26/2020 15:54,1,0,Red,Dragon Army,1722,0,14,24,49012,61293,Unicorns Of Love.CIS
ESPORTSTMNT01/1435306,PGN,2020,7/26/2020 16:30,2,1,Blue,Racoon,2024,1,16,8,61113,56252,Mkers
ESPORTSTMNT01/1435306,PGN,2020,7/26/2020 16:30,2,1,Red,Mkers,2024,0,8,16,56252,61113,Racoon
ESPORTSTMNT01/1425085,UKLC,2020,7/26/2020 16:32,1,0,Blue,Enclave Gaming,1771,0,5,18,46533,56668,Demise
ESPORTSTMNT01/1425085,UKLC,2020,7/26/2020 16:32,1,0,Red,Demise,1771,1,18,5,56668,46533,Enclave Gaming
ESPORTSTMNT02/1400237,LPLOL,2020,7/26/2020 16:46,4,1,Blue,SAMCLAN Esports Club,1692,1,18,6,53588,41614,OFFSET Esports
ESPORTSTMNT02/1400237,LPLOL,2020,7/26/2020 16:46,4,1,Red,OFFSET Esports,1692,0,6,18,41614,53588,SAMCLAN Esports Club
ESPORTSTMNT01/1435307,CBLOL,2020,7/26/2020 16:47,1,0,Blue,Prodigy Esports,2249,1,12,13,68650,62713,FURIA Esports
ESPORTSTMNT01/1435307,CBLOL,2020,7/26/2020 16:47,1,0,Red,FURIA Esports,2249,0,13,12,62713,68650,Prodigy Esports
ESPORTSTMNT01/1425089,HM,2020,7/26/2020 16:53,1,0,Blue,SINNERS Esports,1946,0,13,13,54411,59094,eSuba
ESPORTSTMNT01/1425089,HM,2020,7/26/2020 16:53,1,0,Red,eSuba,1946,1,13,13,59094,54411,SINNERS Esports
ESPORTSTMNT01/1435321,PGN,2020,7/26/2020 17:24,3,1,Blue,Mkers,1880,0,5,19,49781,60368,Racoon
ESPORTSTMNT01/1435321,PGN,2020,7/26/2020 17:24,3,1,Red,Racoon,1880,1,19,5,60368,49781,Mkers
ESPORTSTMNT01/1425098,UKLC,2020,7/26/2020 17:49,1,0,Blue,MnM Gaming Academy,2027,1,11,8,58326,55781,London Esports
ESPORTSTMNT01/1425098,UKLC,2020,7/26/2020 17:49,1,0,Red,London Esports,2027,0,8,11,55781,58326,MnM Gaming Academy
ESPORTSTMNT01/1435325,CBLOL,2020,7/26/2020 17:52,1,0,Blue,Vivo Keyd,1715,0,7,17,44320,54016,KaBuM! e-Sports
ESPORTSTMNT01/1435325,CBLOL,2020,7/26/2020 17:52,1,0,Red,KaBuM! e-Sports,1715,1,17,7,54016,44320,Vivo Keyd
ESPORTSTMNT01/1435326,HM,2020,7/26/2020 17:57,1,0,Blue,Inside Games,1833,0,12,23,49735,61746,Team Sampi
ESPORTSTMNT01/1435326,HM,2020,7/26/2020 17:57,1,0,Red,Team Sampi,1833,1,23,12,61746,49735,Inside Games
ESPORTSTMNT01/1435333,PGN,2020,7/26/2020 18:32,4,1,Blue,Racoon,1760,1,14,7,55517,46916,Mkers
ESPORTSTMNT01/1435333,PGN,2020,7/26/2020 18:32,4,1,Red,Mkers,1760,0,7,14,46916,55517,Racoon
ESPORTSTMNT01/1435337,CBLOL,2020,7/26/2020 18:47,1,0,Blue,Flamengo Esports,2222,0,8,17,60782,68949,INTZ
ESPORTSTMNT01/1435337,CBLOL,2020,7/26/2020 18:47,1,0,Red,INTZ,2222,1,17,8,68949,60782,Flamengo Esports
ESPORTSTMNT01/1435338,HM,2020,7/26/2020 18:50,1,0,Blue,Gunrunners,1590,0,13,23,39824,53238,Inside Games
ESPORTSTMNT01/1435338,HM,2020,7/26/2020 18:50,1,0,Red,Inside Games,1590,1,23,14,53238,39824,Gunrunners
ESPORTSTMNT01/1425106,UKLC,2020,7/26/2020 18:54,1,0,Blue,Barrage Academy,2025,1,24,19,64341,58099,Bulldog Esports
ESPORTSTMNT01/1425106,UKLC,2020,7/26/2020 18:54,1,0,Red,Bulldog Esports,2025,0,19,24,58099,64341,Barrage Academy
ESPORTSTMNT01/1425109,LLA,2020,7/26/2020 18:56,1,0,Blue,Isurus,2733,0,17,14,75323,78195,XTEN Esports
ESPORTSTMNT01/1425109,LLA,2020,7/26/2020 18:56,1,0,Red,XTEN Esports,2733,1,14,17,78195,75323,Isurus
ESPORTSTMNT01/1425115,LCS,2020,7/26/2020 19:24,1,0,Blue,Dignitas,2041,1,26,11,66525,56185,Evil Geniuses
ESPORTSTMNT01/1425115,LCS,2020,7/26/2020 19:24,1,0,Red,Evil Geniuses,2041,0,11,26,56185,66525,Dignitas
ESPORTSTMNT01/1435361,HM,2020,7/26/2020 19:43,1,0,Blue,Vikingekrig Esports,1925,1,19,8,58876,50319,BRUTE
ESPORTSTMNT01/1435361,HM,2020,7/26/2020 19:43,1,0,Red,BRUTE,1925,0,8,19,50319,58876,Vikingekrig Esports
ESPORTSTMNT01/1425130,UKLC,2020,7/26/2020 19:56,1,0,Blue,Munster Rugby Gaming Academy,1980,0,14,30,56556,65575,NVision Esports
ESPORTSTMNT01/1425130,UKLC,2020,7/26/2020 19:56,1,0,Red,NVision Esports,1980,1,30,14,65575,56556,Munster Rugby Gaming Academy
ESPORTSTMNT01/1425133,LLA,2020,7/26/2020 20:06,1,0,Blue,Furious Gaming,1731,0,4,15,46362,55688,Pixel Esports Club
ESPORTSTMNT01/1425133,LLA,2020,7/26/2020 20:06,1,0,Red,Pixel Esports Club,1731,1,15,4,55688,46362,Furious Gaming
ESPORTSTMNT01/1425144,LCS,2020,7/26/2020 20:48,1,0,Blue,Cloud9,1758,0,14,14,49423,53734,Team Liquid
ESPORTSTMNT01/1425144,LCS,2020,7/26/2020 20:48,1,0,Red,Team Liquid,1758,1,14,14,53734,49423,Cloud9
ESPORTSTMNT01/1425152,LLA,2020,7/26/2020 21:13,1,0,Blue,Azules Esports,1778,0,4,14,45229,57574,All Knights
ESPORTSTMNT01/1425152,LLA,2020,7/26/2020 21:13,1,0,Red,All Knights,1778,1,14,4,57574,45229,Azules Esports
ESPORTSTMNT01/1425154,LCS,2020,7/26/2020 21:42,1,0,Blue,Counter Logic Gaming,2131,0,8,15,59111,65058,TSM
ESPORTSTMNT01/1425154,LCS,2020,7/26/2020 21:42,1,0,Red,TSM,2131,1,15,8,65058,59111,Counter Logic Gaming
ESPORTSTMNT01/1425178,LCS,2020,7/26/2020 22:46,1,0,Blue,Golden Guardians,1723,1,17,4,54464,43961,100 Thieves
ESPORTSTMNT01/1425178,LCS,2020,7/26/2020 22:46,1,0,Red,100 Thieves,1723,0,4,17,43961,54464,Golden Guardians
6468-8553,LDL,2020,7/27/2020 5:14,1,0,Blue,eStar Young,1491,0,3,16,37200,49235,Top Esports Challenger
6468-8553,LDL,2020,7/27/2020 5:14,1,0,Red,Top Esports Challenger,1491,1,16,3,49235,37200,eStar Young
6468-8554,LDL,2020,7/27/2020 6:02,2,0,Blue,eStar Young,1767,1,19,6,59483,48432,Top Esports Challenger
6468-8554,LDL,2020,7/27/2020 6:02,2,0,Red,Top Esports Challenger,1767,0,6,19,48432,59483,eStar Young
6468-8555,LDL,2020,7/27/2020 6:55,3,0,Blue,eStar Young,2043,0,13,20,58392,67247,Top Esports Challenger
6468-8555,LDL,2020,7/27/2020 6:55,3,0,Red,Top Esports Challenger,2043,1,20,13,67247,58392,eStar Young
6470-8556,LDL,2020,7/27/2020 7:14,1,0,Blue,Young Miracles,1625,0,7,25,42617,52709,Bilibili Gaming Junior
6470-8556,LDL,2020,7/27/2020 7:14,1,0,Red,Bilibili Gaming Junior,1625,1,25,7,52709,42617,Young Miracles
ESPORTSTMNT01/1425241,CK,2020,7/27/2020 7:53,1,0,Blue,Griffin,1575,1,25,13,54146,40371,OZ Gaming
ESPORTSTMNT01/1425241,CK,2020,7/27/2020 7:53,1,0,Red,OZ Gaming,1575,0,13,25,40371,54146,Griffin
6470-8557,LDL,2020,7/27/2020 8:04,2,0,Blue,Bilibili Gaming Junior,2016,0,23,21,60278,63403,Young Miracles
6470-8557,LDL,2020,7/27/2020 8:04,2,0,Red,Young Miracles,2016,1,21,23,63403,60278,Bilibili Gaming Junior
6469-8558,LDL,2020,7/27/2020 8:14,1,0,Blue,LGD Gaming Young Team,2469,0,10,13,67912,74629,WanZhen Esports Club
6469-8558,LDL,2020,7/27/2020 8:14,1,0,Red,WanZhen Esports Club,2469,1,13,10,74629,67912,LGD Gaming Young Team
6470-8560,LDL,2020,7/27/2020 9:00,3,0,Blue,Young Miracles,2255,1,22,12,76953,59903,Bilibili Gaming Junior
6470-8560,LDL,2020,7/27/2020 9:00,3,0,Red,Bilibili Gaming Junior,2255,0,12,22,59903,76953,Young Miracles
6630-8559,LPL,2020,7/27/2020 9:18,1,0,Blue,Oh My God,1903,1,11,10,56993,53462,Suning
6630-8559,LPL,2020,7/27/2020 9:18,1,0,Red,Suning,1903,0,10,11,53462,56993,Oh My God
6469-8561,LDL,2020,7/27/2020 9:19,2,0,Blue,LGD Gaming Young Team,2223,1,14,7,68654,59380,WanZhen Esports Club
6469-8561,LDL,2020,7/27/2020 9:19,2,0,Red,WanZhen Esports Club,2223,0,7,14,59380,68654,LGD Gaming Young Team
ESPORTSTMNT01/1425262,CK,2020,7/27/2020 9:49,2,0,Blue,OZ Gaming,1950,1,22,7,64832,51422,Griffin
ESPORTSTMNT01/1425262,CK,2020,7/27/2020 9:49,2,0,Red,Griffin,1950,0,7,22,51422,64832,OZ Gaming
6630-8562,LPL,2020,7/27/2020 10:09,2,0,Blue,Oh My God,1885,0,13,17,55467,61814,Suning
6630-8562,LPL,2020,7/27/2020 10:09,2,0,Red,Suning,1885,1,17,13,61814,55467,Oh My God
6472-8563,LDL,2020,7/27/2020 10:19,1,0,Blue,FunPlus Phoenix Blaze,1702,1,11,1,54493,39827,EDG Youth Team
6472-8563,LDL,2020,7/27/2020 10:19,1,0,Red,EDG Youth Team,1702,0,1,11,39827,54493,FunPlus Phoenix Blaze
6469-8564,LDL,2020,7/27/2020 10:31,3,0,Blue,WanZhen Esports Club,1760,1,19,8,59410,48521,LGD Gaming Young Team
6469-8564,LDL,2020,7/27/2020 10:31,3,0,Red,LGD Gaming Young Team,1760,0,8,19,48521,59410,WanZhen Esports Club
ESPORTSTMNT01/1425267,CK,2020,7/27/2020 10:45,3,0,Blue,Griffin,2557,0,15,15,74840,73248,OZ Gaming
ESPORTSTMNT01/1425267,CK,2020,7/27/2020 10:45,3,0,Red,OZ Gaming,2557,1,15,15,73248,74840,Griffin
6630-8565,LPL,2020,7/27/2020 10:59,3,0,Blue,Oh My God,1972,0,9,11,52704,57055,Suning
6630-8565,LPL,2020,7/27/2020 10:59,3,0,Red,Suning,1972,1,11,9,57055,52704,Oh My God
6472-8566,LDL,2020,7/27/2020 11:09,2,0,Blue,EDG Youth Team,1243,1,17,10,39498,38795,FunPlus Phoenix Blaze
6472-8566,LDL,2020,7/27/2020 11:09,2,0,Red,FunPlus Phoenix Blaze,1243,0,10,18,38795,39498,EDG Youth Team
6471-8569,LDL,2020,7/27/2020 11:49,1,0,Blue,Rogue Warriors Shark,2329,0,18,18,65277,75330,Shu Dai Xiong Gaming
6471-8569,LDL,2020,7/27/2020 11:49,1,0,Red,Shu Dai Xiong Gaming,2329,1,18,18,75330,65277,Rogue Warriors Shark
6472-8568,LDL,2020,7/27/2020 11:51,3,0,Blue,FunPlus Phoenix Blaze,1945,1,20,7,61858,51145,EDG Youth Team
6472-8568,LDL,2020,7/27/2020 11:51,3,0,Red,EDG Youth Team,1945,0,7,20,51145,61858,FunPlus Phoenix Blaze
