gameid,league,year,date,game,playoffs,side,team,gamelength,result,teamkills,teamdeaths,totalgold,enemy_gold,enemy_team
ESPORTSTMNT03/1405661,LCK,2020,7/16/2020 9:47,1,0,Blue,SeolHaeOne Prince,1978,0,11,23,53495,62124,SANDBOX Gaming
ESPORTSTMNT03/1405661,LCK,2020,7/16/2020 9:47,1,0,Red,SANDBOX Gaming,1978,1,23,11,62124,53495,SeolHaeOne Prince
6422-8396,LDL,2020,7/16/2020 10:04,1,0,Blue,Oh My Dream,1616,0,1,12,38994,53388,Royal Club
6422-8396,LDL,2020,7/16/2020 10:04,1,0,Red,Royal Club,1616,1,12,1,53388,38994,Oh My Dream
6608-8386,LPL,2020,7/16/2020 10:11,2,0,Blue,LNG Esports,1468,0,8,16,43436,49416,Invictus Gaming
6608-8386,LPL,2020,7/16/2020 10:11,2,0,Red,Invictus Gaming,1468,1,16,8,49416,43436,LNG Esports
6421-8392,LDL,2020,7/16/2020 10:13,1,0,Blue,Rogue Warriors Shark,1753,0,7,13,48276,54207,Suning-S
6421-8392,LDL,2020,7/16/2020 10:13,1,0,Red,Suning-S,1753,1,13,7,54207,48276,Rogue Warriors Shark
ESPORTSTMNT01/1421240,OCS,2020,7/16/2020 10:20,1,0,Blue,Pentanet.GG Rise,1983,0,12,20,50963,60068,UTS Esports
ESPORTSTMNT01/1421240,OCS,2020,7/16/2020 10:20,1,0,Red,UTS Esports,1983,1,20,12,60068,50963,Pentanet.GG Rise
6422-8395,LDL,2020,7/16/2020 10:55,2,0,Blue,Royal Club,1628,1,23,5,55021,39684,Oh My Dream
6422-8395,LDL,2020,7/16/2020 10:55,2,0,Red,Oh My Dream,1628,0,5,23,39684,55021,Royal Club
6421-8394,LDL,2020,7/16/2020 11:04,2,0,Blue,Suning-S,1730,1,24,13,59786,48787,Rogue Warriors Shark
6421-8394,LDL,2020,7/16/2020 11:04,2,0,Red,Rogue Warriors Shark,1730,0,13,24,48787,59786,Suning-S
6609-8393,LPL,2020,7/16/2020 11:25,1,0,Blue,Suning,1689,1,13,5,55381,43505,Royal Never Give Up
6609-8393,LPL,2020,7/16/2020 11:25,1,0,Red,Royal Never Give Up,1689,0,5,13,43505,55381,Suning
ESPORTSTMNT03/1405678,LCK,2020,7/16/2020 11:41,2,0,Blue,SANDBOX Gaming,2411,0,16,15,67926,69594,SeolHaeOne Prince
ESPORTSTMNT03/1405678,LCK,2020,7/16/2020 11:41,2,0,Red,SeolHaeOne Prince,2411,1,15,16,69594,67926,SANDBOX Gaming
6609-8397,LPL,2020,7/16/2020 12:12,2,0,Blue,Suning,1991,0,9,19,56364,62758,Royal Never Give Up
6609-8397,LPL,2020,7/16/2020 12:12,2,0,Red,Royal Never Give Up,1991,1,19,9,62758,56364,Suning
ESPORTSTMNT03/1405687,LCK,2020,7/16/2020 12:48,3,0,Blue,SeolHaeOne Prince,1679,0,1,17,38148,53297,SANDBOX Gaming
ESPORTSTMNT03/1405687,LCK,2020,7/16/2020 12:48,3,0,Red,SANDBOX Gaming,1679,1,17,1,53297,38148,SeolHaeOne Prince
6609-8398,LPL,2020,7/16/2020 13:10,3,0,Blue,Suning,2100,1,15,9,63154,56494,Royal Never Give Up
6609-8398,LPL,2020,7/16/2020 13:10,3,0,Red,Royal Never Give Up,2100,0,9,15,56494,63154,Suning
ESPORTSTMNT04/1240125,TRA,2020,7/16/2020 13:31,1,0,Blue,Royal Youth Academy,2749,0,14,30,72548,82253,Dark Passage Academy
ESPORTSTMNT04/1240125,TRA,2020,7/16/2020 13:31,1,0,Red,Dark Passage Academy,2749,1,30,14,82253,72548,Royal Youth Academy
ESPORTSTMNT04/1250118,TRA,2020,7/16/2020 15:00,1,0,Blue,SuperMassive Academy,1726,0,11,13,49850,49945,5 Ronin Academy
ESPORTSTMNT04/1250118,TRA,2020,7/16/2020 15:00,1,0,Red,5 Ronin Academy,1726,1,13,11,49945,49850,SuperMassive Academy
ESPORTSTMNT01/1431269,PRM,2020,7/16/2020 15:26,1,0,Blue,SK Gaming Prime,2009,0,14,16,58816,59451,EURONICS Gaming
ESPORTSTMNT01/1431269,PRM,2020,7/16/2020 15:26,1,0,Red,EURONICS Gaming,2009,1,16,15,59451,58816,SK Gaming Prime
ESPORTSTMNT01/1421361,SLO,2020,7/16/2020 15:30,1,0,Blue,BCN Squad,2233,1,27,19,69149,64508,Vodafone Giants.Spain
ESPORTSTMNT01/1421361,SLO,2020,7/16/2020 15:30,1,0,Red,Vodafone Giants.Spain,2233,0,19,27,64508,69149,BCN Squad
ESPORTSTMNT04/1250124,TRA,2020,7/16/2020 15:52,1,0,Blue,Galakticos Academy,1623,0,7,25,41658,55647,İstanbul Wildcats Academy
ESPORTSTMNT04/1250124,TRA,2020,7/16/2020 15:52,1,0,Red,İstanbul Wildcats Academy,1623,1,25,7,55647,41658,Galakticos Academy
ESPORTSTMNT01/1431302,PRM,2020,7/16/2020 16:43,1,0,Blue,Berlin International Gaming,2097,0,14,21,56773,64775,OP innogy eSport
ESPORTSTMNT01/1431302,PRM,2020,7/16/2020 16:43,1,0,Red,OP innogy eSport,2097,1,21,14,64775,56773,Berlin International Gaming
ESPORTSTMNT06/1301008,EBL,2020,7/16/2020 16:43,1,0,Blue,Split Raiders,1739,0,8,17,45949,58171,ŠAIM SE SuppUp
ESPORTSTMNT06/1301008,EBL,2020,7/16/2020 16:43,1,0,Red,ŠAIM SE SuppUp,1739,1,17,8,58171,45949,Split Raiders
ESPORTSTMNT04/1250129,TRA,2020,7/16/2020 16:44,1,0,Blue,Galatasaray Academy,1831,0,14,23,50769,60317,Team AURORA Academy
ESPORTSTMNT04/1250129,TRA,2020,7/16/2020 16:44,1,0,Red,Team AURORA Academy,1831,1,23,14,60317,50769,Galatasaray Academy
ESPORTSTMNT01/1421379,SLO,2020,7/16/2020 16:47,1,0,Blue,Team Queso,2049,1,11,5,61166,54212,eMonkeyz
ESPORTSTMNT01/1421379,SLO,2020,7/16/2020 16:47,1,0,Red,eMonkeyz,2049,0,5,11,54212,61166,Team Queso
ESPORTSTMNT06/1301016,EBL,2020,7/16/2020 17:40,1,0,Blue,ASUS ROG ELITE,1636,0,7,20,44141,56956,CR4ZY
ESPORTSTMNT06/1301016,EBL,2020,7/16/2020 17:40,1,0,Red,CR4ZY,1636,1,20,7,56956,44141,ASUS ROG ELITE
ESPORTSTMNT04/1250136,TRA,2020,7/16/2020 17:44,1,0,Blue,Beşiktaş Academy,2497,0,5,16,65698,77713,1907 Fenerbahçe Academy
ESPORTSTMNT04/1250136,TRA,2020,7/16/2020 17:44,1,0,Red,1907 Fenerbahçe Academy,2497,1,16,5,77713,65698,Beşiktaş Academy
ESPORTSTMNT01/1431321,PRM,2020,7/16/2020 17:47,1,0,Blue,ad hoc gaming,2737,1,16,8,82387,78998,FC Schalke 04 Evolution
ESPORTSTMNT01/1431321,PRM,2020,7/16/2020 17:47,1,0,Red,FC Schalke 04 Evolution,2737,0,8,16,78998,82387,ad hoc gaming
ESPORTSTMNT01/1421408,SLO,2020,7/16/2020 17:53,1,0,Blue,Cream Real Betis,1638,0,4,13,42571,51413,UCAM Esports Club
ESPORTSTMNT01/1421408,SLO,2020,7/16/2020 17:53,1,0,Red,UCAM Esports Club,1638,1,13,4,51413,42571,Cream Real Betis
ESPORTSTMNT06/1301020,EBL,2020,7/16/2020 18:38,1,0,Blue,Z10 ESHARK,2065,1,13,8,59318,55388,Crvena zvezda Esports
ESPORTSTMNT06/1301020,EBL,2020,7/16/2020 18:38,1,0,Red,Crvena zvezda Esports,2065,0,8,13,55388,59318,Z10 ESHARK
ESPORTSTMNT01/1421440,SLO,2020,7/16/2020 18:45,1,0,Blue,MAD Lions Madrid,1881,1,13,1,59742,51122,S2V Esports
ESPORTSTMNT01/1421440,SLO,2020,7/16/2020 18:45,1,0,Red,S2V Esports,1881,0,1,13,51122,59742,MAD Lions Madrid
ESPORTSTMNT01/1431346,PRM,2020,7/16/2020 19:05,1,0,Blue,GamerLegion,1794,0,11,27,47555,58332,mousesports
ESPORTSTMNT01/1431346,PRM,2020,7/16/2020 19:05,1,0,Red,mousesports,1794,1,27,12,58332,47555,GamerLegion
ESPORTSTMNT06/1301030,EBL,2020,7/16/2020 19:42,1,0,Blue,Nexus Gaming,1498,1,30,8,53663,37074,Howling eSports
ESPORTSTMNT06/1301030,EBL,2020,7/16/2020 19:42,1,0,Red,Howling eSports,1498,0,8,30,37074,53663,Nexus Gaming
ESPORTSTMNT01/1421452,SLO,2020,7/16/2020 19:48,1,0,Blue,Movistar Riders,1755,1,16,5,55050,44549,G2 Arctic
ESPORTSTMNT01/1421452,SLO,2020,7/16/2020 19:48,1,0,Red,G2 Arctic,1755,0,4,16,44549,55050,Movistar Riders
ESPORTSTMNT01/1431365,PRM,2020,7/16/2020 20:07,1,0,Blue,Unicorns Of Love Sexy Edition,1708,1,23,11,58260,46897,mYinsanity
ESPORTSTMNT01/1431365,PRM,2020,7/16/2020 20:07,1,0,Red,mYinsanity,1708,0,11,23,46897,58260,Unicorns Of Love Sexy Edition
ESPORTSTMNT06/1301037,LMF,2020,7/16/2020 20:55,1,0,Blue,Isurus Academy,1705,1,21,4,56752,40883,Coliseo Dragons
ESPORTSTMNT06/1301037,LMF,2020,7/16/2020 20:55,1,0,Red,Coliseo Dragons,1705,0,4,21,40883,56752,Isurus Academy
ESPORTSTMNT01/1431397,LCS.A,2020,7/16/2020 21:38,1,0,Blue,Team Liquid Academy,1729,0,5,13,44223,55930,Evil Geniuses Academy
ESPORTSTMNT01/1431397,LCS.A,2020,7/16/2020 21:38,1,0,Red,Evil Geniuses Academy,1729,1,13,5,55930,44223,Team Liquid Academy
ESPORTSTMNT06/1301045,LMF,2020,7/16/2020 22:03,1,0,Blue,Malvinas Gaming,1830,1,16,11,57590,48981,River Plate Esports
ESPORTSTMNT06/1301045,LMF,2020,7/16/2020 22:03,1,0,Red,River Plate Esports,1830,0,11,16,48981,57590,Malvinas Gaming
ESPORTSTMNT01/1431418,LCS.A,2020,7/16/2020 22:44,1,0,Blue,TSM Academy,1954,1,16,9,58904,52662,100 Thieves Academy
ESPORTSTMNT01/1431418,LCS.A,2020,7/16/2020 22:44,1,0,Red,100 Thieves Academy,1954,0,9,16,52662,58904,TSM Academy
ESPORTSTMNT06/1301047,LMF,2020,7/16/2020 23:17,1,0,Blue,Nocturns Gaming,1738,1,14,2,55510,42792,Undead Gaming
ESPORTSTMNT06/1301047,LMF,2020,7/16/2020 23:17,1,0,Red,Undead Gaming,1738,0,2,14,42792,55510,Nocturns Gaming
ESPORTSTMNT01/1431428,LCS.A,2020,7/16/2020 23:34,1,0,Blue,Cloud9 Academy,1752,1,16,8,55349,49415,FlyQuest Academy
ESPORTSTMNT01/1431428,LCS.A,2020,7/16/2020 23:34,1,0,Red,FlyQuest Academy,1752,0,8,16,49415,55349,Cloud9 Academy
ESPORTSTMNT01/1431440,LCS.A,2020,7/17/2020 0:24,1,0,Blue,Golden Guardians Academy,1777,1,19,6,57460,42249,Immortals Academy
ESPORTSTMNT01/1431440,LCS.A,2020,7/17/2020 0:24,1,0,Red,Immortals Academy,1777,0,6,19,42249,57460,Golden Guardians Academy
ESPORTSTMNT06/1301052,LMF,2020,7/17/2020 0:28,1,0,Blue,Furious Gaming Argentina,1853,0,6,10,46171,53351,9z Team
ESPORTSTMNT06/1301052,LMF,2020,7/17/2020 0:28,1,0,Red,9z Team,1853,1,10,6,53351,46171,Furious Gaming Argentina
ESPORTSTMNT01/1431443,LCS.A,2020,7/17/2020 1:14,1,0,Blue,Dignitas Academy,1807,0,7,20,48753,56094,CLG Academy
ESPORTSTMNT01/1431443,LCS.A,2020,7/17/2020 1:14,1,0,Red,CLG Academy,1807,1,20,7,56094,48753,Dignitas Academy
ESPORTSTMNT06/1301054,LMF,2020,7/17/2020 1:34,1,0,Blue,Feint Gaming,2197,1,13,9,66457,56614,Intel New Indians
ESPORTSTMNT06/1301054,LMF,2020,7/17/2020 1:34,1,0,Red,Intel New Indians,2197,0,9,13,56614,66457,Feint Gaming
ESPORTSTMNT03/1405789,CK,2020,7/17/2020 4:50,1,0,Blue,Griffin,1867,0,9,16,53924,58842,Element Mystic
ESPORTSTMNT03/1405789,CK,2020,7/17/2020 4:50,1,0,Red,Element Mystic,1867,1,16,9,58842,53924,Griffin
6423-8399,LDL,2020,7/17/2020 5:13,1,0,Blue,FunPlus Phoenix Blaze,2304,1,19,10,75937,66602,Young Miracles
6423-8399,LDL,2020,7/17/2020 5:13,1,0,Red,Young Miracles,2304,0,10,19,66602,75937,FunPlus Phoenix Blaze
ESPORTSTMNT03/1405796,CK,2020,7/17/2020 5:45,2,0,Blue,Element Mystic,1592,0,9,22,42974,57569,Griffin
ESPORTSTMNT03/1405796,CK,2020,7/17/2020 5:45,2,0,Red,Griffin,1592,1,22,9,57569,42974,Element Mystic
ESPORTSTMNT01/1431479,OPL,2020,7/17/2020 5:51,1,0,Blue,ORDER,1983,1,13,5,57915,45337,MAMMOTH
ESPORTSTMNT01/1431479,OPL,2020,7/17/2020 5:51,1,0,Red,MAMMOTH,1983,0,5,13,45337,57915,ORDER
ESPORTSTMNT03/1415548,LCK,2020,7/17/2020 6:00,1,0,Blue,Hanwha Life Esports,2032,0,6,15,51219,65618,DRX
ESPORTSTMNT03/1415548,LCK,2020,7/17/2020 6:00,1,0,Red,DRX,2032,1,15,6,65618,51219,Hanwha Life Esports
6423-8400,LDL,2020,7/17/2020 6:17,2,0,Blue,Young Miracles,1642,0,5,22,40349,57711,FunPlus Phoenix Blaze
6423-8400,LDL,2020,7/17/2020 6:17,2,0,Red,FunPlus Phoenix Blaze,1642,1,22,5,57711,40349,Young Miracles
ESPORTSTMNT03/1405806,CK,2020,7/17/2020 6:34,3,0,Blue,Griffin,2391,1,13,17,69873,69281,Element Mystic
ESPORTSTMNT03/1405806,CK,2020,7/17/2020 6:34,3,0,Red,Element Mystic,2391,0,17,13,69281,69873,Griffin
ESPORTSTMNT01/1431495,OPL,2020,7/17/2020 6:48,1,0,Blue,Legacy Esports,2227,1,13,6,66747,55488,Avant Gaming
ESPORTSTMNT01/1431495,OPL,2020,7/17/2020 6:48,1,0,Red,Avant Gaming,2227,0,6,13,55488,66747,Legacy Esports
6425-8401,LDL,2020,7/17/2020 7:07,1,0,Blue,Top Esports Challenger,2152,1,19,7,67540,55628,Bilibili Gaming Junior
6425-8401,LDL,2020,7/17/2020 7:07,1,0,Red,Bilibili Gaming Junior,2152,0,7,19,55628,67540,Top Esports Challenger
6424-8404,LDL,2020,7/17/2020 7:23,1,0,Blue,eStar Young,1924,1,28,9,70088,53094,Dominus Esports Young
6424-8404,LDL,2020,7/17/2020 7:23,1,0,Red,Dominus Esports Young,1924,0,9,28,53094,70088,eStar Young
ESPORTSTMNT01/1431505,OPL,2020,7/17/2020 7:51,1,0,Blue,Chiefs Esports Club,2211,1,16,13,65935,58546,Dire Wolves
ESPORTSTMNT01/1431505,OPL,2020,7/17/2020 7:51,1,0,Red,Dire Wolves,2211,0,13,16,58546,65935,Chiefs Esports Club
6425-8402,LDL,2020,7/17/2020 8:05,2,0,Blue,Bilibili Gaming Junior,1536,0,6,17,37035,50256,Top Esports Challenger
6425-8402,LDL,2020,7/17/2020 8:05,2,0,Red,Top Esports Challenger,1536,1,17,6,50256,37035,Bilibili Gaming Junior
ESPORTSTMNT03/1415580,CK,2020,7/17/2020 8:09,1,0,Blue,Jin Air Green Wings,2142,0,9,18,58895,69058,RunAway
ESPORTSTMNT03/1415580,CK,2020,7/17/2020 8:09,1,0,Red,RunAway,2142,1,18,9,69058,58895,Jin Air Green Wings
6424-8405,LDL,2020,7/17/2020 8:18,2,0,Blue,eStar Young,2318,0,22,23,71660,75040,Dominus Esports Young
6424-8405,LDL,2020,7/17/2020 8:18,2,0,Red,Dominus Esports Young,2318,1,23,22,75040,71660,eStar Young
ESPORTSTMNT03/1415585,LCK,2020,7/17/2020 8:41,2,0,Blue,DRX,1526,1,12,8,50501,39564,Hanwha Life Esports
ESPORTSTMNT03/1415585,LCK,2020,7/17/2020 8:41,2,0,Red,Hanwha Life Esports,1526,0,7,12,39564,50501,DRX
ESPORTSTMNT01/1431514,OPL,2020,7/17/2020 8:47,1,0,Blue,Gravitas,2073,0,10,22,55139,67859,Pentanet.GG
ESPORTSTMNT01/1431514,OPL,2020,7/17/2020 8:47,1,0,Red,Pentanet.GG,2073,1,22,10,67859,55139,Gravitas
ESPORTSTMNT03/1405846,CK,2020,7/17/2020 9:01,2,0,Blue,RunAway,2205,1,15,10,66136,58408,Jin Air Green Wings
ESPORTSTMNT03/1405846,CK,2020,7/17/2020 9:01,2,0,Red,Jin Air Green Wings,2205,0,10,15,58408,66136,RunAway
6427-8407,LDL,2020,7/17/2020 9:12,1,0,Blue,Invictus Gaming Young,2291,0,6,22,62640,71900,Legend Esport Gaming
6427-8407,LDL,2020,7/17/2020 9:12,1,0,Red,Legend Esport Gaming,2291,1,22,6,71900,62640,Invictus Gaming Young
6424-8406,LDL,2020,7/17/2020 9:20,3,0,Blue,eStar Young,1831,1,18,14,59143,50625,Dominus Esports Young
6424-8406,LDL,2020,7/17/2020 9:20,3,0,Red,Dominus Esports Young,1831,0,14,18,50625,59143,eStar Young
6610-8403,LPL,2020,7/17/2020 9:23,1,0,Blue,Rogue Warriors,2288,1,9,9,64686,62409,FunPlus Phoenix
6610-8403,LPL,2020,7/17/2020 9:23,1,0,Red,FunPlus Phoenix,2288,0,9,9,62409,64686,Rogue Warriors
ESPORTSTMNT03/1415593,LCK,2020,7/17/2020 9:34,1,0,Blue,Afreeca Freecs,1767,0,5,24,46335,62189,DAMWON Gaming
ESPORTSTMNT03/1415593,LCK,2020,7/17/2020 9:34,1,0,Red,DAMWON Gaming,1767,1,24,5,62189,46335,Afreeca Freecs
ESPORTSTMNT03/1405851,VCS,2020,7/17/2020 9:43,1,0,Blue,CERBERUS Esports,2056,0,3,14,52029,64844,GAM Esports
ESPORTSTMNT03/1405851,VCS,2020,7/17/2020 9:43,1,0,Red,GAM Esports,2056,1,14,3,64844,52029,CERBERUS Esports
6427-8408,LDL,2020,7/17/2020 10:11,2,0,Blue,Legend Esport Gaming,1394,1,25,8,50057,35449,Invictus Gaming Young
6427-8408,LDL,2020,7/17/2020 10:11,2,0,Red,Invictus Gaming Young,1394,0,8,25,35449,50057,Legend Esport Gaming
6610-8409,LPL,2020,7/17/2020 10:20,2,0,Blue,Rogue Warriors,1710,1,23,5,53836,43829,FunPlus Phoenix
6610-8409,LPL,2020,7/17/2020 10:20,2,0,Red,FunPlus Phoenix,1710,0,5,23,43829,53836,Rogue Warriors
6426-8411,LDL,2020,7/17/2020 10:31,1,0,Blue,LGD Gaming Young Team,1563,1,21,5,53566,39089,LinGan e-Sports
6426-8411,LDL,2020,7/17/2020 10:31,1,0,Red,LinGan e-Sports,1563,0,5,21,39089,53566,LGD Gaming Young Team
ESPORTSTMNT03/1405860,VCS,2020,7/17/2020 10:48,2,0,Blue,GAM Esports,2285,0,13,21,65745,71860,CERBERUS Esports
ESPORTSTMNT03/1405860,VCS,2020,7/17/2020 10:48,2,0,Red,CERBERUS Esports,2285,1,21,13,71860,65745,GAM Esports
6426-8412,LDL,2020,7/17/2020 11:19,2,0,Blue,LGD Gaming Young Team,2004,1,18,12,62685,54836,LinGan e-Sports
6426-8412,LDL,2020,7/17/2020 11:19,2,0,Red,LinGan e-Sports,2004,0,12,18,54836,62685,LGD Gaming Young Team
6611-8410,LPL,2020,7/17/2020 11:22,1,0,Blue,EDward Gaming,1891,0,7,21,52210,59597,LGD Gaming
6611-8410,LPL,2020,7/17/2020 11:22,1,0,Red,LGD Gaming,1891,1,21,7,59597,52210,EDward Gaming
ESPORTSTMNT03/1415624,LCK,2020,7/17/2020 11:36,2,0,Blue,DAMWON Gaming,1322,1,23,5,48451,34389,Afreeca Freecs
ESPORTSTMNT03/1415624,LCK,2020,7/17/2020 11:36,2,0,Red,Afreeca Freecs,1322,0,5,23,34389,48451,DAMWON Gaming
ESPORTSTMNT03/1405864,VCS,2020,7/17/2020 11:49,3,0,Blue,CERBERUS Esports,2200,0,7,13,58122,64017,GAM Esports
ESPORTSTMNT03/1405864,VCS,2020,7/17/2020 11:49,3,0,Red,GAM Esports,2200,1,13,7,64017,58122,CERBERUS Esports
6611-8413,LPL,2020,7/17/2020 12:12,2,0,Blue,LGD Gaming,2348,1,17,2,71188,61053,EDward Gaming
6611-8413,LPL,2020,7/17/2020 12:12,2,0,Red,EDward Gaming,2348,0,2,17,61053,71188,LGD Gaming
ESPORTSTMNT03/1405870,VCS,2020,7/17/2020 13:03,1,0,Blue,Team Flash,1839,1,12,6,54547,46966,Team Secret
ESPORTSTMNT03/1405870,VCS,2020,7/17/2020 13:03,1,0,Red,Team Secret,1839,0,6,12,46966,54547,Team Flash
ESPORTSTMNT04/1240153,TRA,2020,7/17/2020 13:32,1,0,Blue,SuperMassive Academy,1832,1,21,9,56585,48074,Galakticos Academy
ESPORTSTMNT04/1240153,TRA,2020,7/17/2020 13:32,1,0,Red,Galakticos Academy,1832,0,9,21,48074,56585,SuperMassive Academy
ESPORTSTMNT03/1405879,VCS,2020,7/17/2020 14:02,2,0,Blue,Team Secret,2597,1,17,15,77455,66264,Team Flash
ESPORTSTMNT03/1405879,VCS,2020,7/17/2020 14:02,2,0,Red,Team Flash,2597,0,14,17,66264,77455,Team Secret
ESPORTSTMNT04/1240159,TRA,2020,7/17/2020 14:38,1,0,Blue,İstanbul Wildcats Academy,1152,1,17,7,40000,29747,Dark Passage Academy
ESPORTSTMNT04/1240159,TRA,2020,7/17/2020 14:38,1,0,Red,Dark Passage Academy,1152,0,7,17,29747,40000,İstanbul Wildcats Academy
ESPORTSTMNT03/1405880,VCS,2020,7/17/2020 15:04,3,0,Blue,Team Flash,1592,1,16,6,52669,43249,Team Secret
ESPORTSTMNT03/1405880,VCS,2020,7/17/2020 15:04,3,0,Red,Team Secret,1592,0,6,16,43249,52669,Team Flash
ESPORTSTMNT04/1240164,TRA,2020,7/17/2020 15:20,1,0,Blue,Galatasaray Academy,1601,1,23,8,56116,39591,Beşiktaş Academy
ESPORTSTMNT04/1240164,TRA,2020,7/17/2020 15:20,1,0,Red,Beşiktaş Academy,1601,0,8,23,39591,56116,Galatasaray Academy
ESPORTSTMNT04/1250157,LEC,2020,7/17/2020 15:28,1,0,Blue,Team Vitality,2185,0,6,18,60333,68599,SK Gaming
ESPORTSTMNT04/1250157,LEC,2020,7/17/2020 15:28,1,0,Red,SK Gaming,2185,1,18,6,68599,60333,Team Vitality
ESPORTSTMNT04/1250160,LEC,2020,7/17/2020 16:04,1,0,Blue,Rogue,1959,1,18,4,60610,51757,FC Schalke 04 Esports
ESPORTSTMNT04/1250160,LEC,2020,7/17/2020 16:04,1,0,Red,FC Schalke 04 Esports,1959,0,4,18,51757,60610,Rogue
ESPORTSTMNT04/1240169,TRA,2020,7/17/2020 16:16,1,0,Blue,1907 Fenerbahçe Academy,2194,1,16,11,60729,60636,5 Ronin Academy
ESPORTSTMNT04/1240169,TRA,2020,7/17/2020 16:16,1,0,Red,5 Ronin Academy,2194,0,11,16,60636,60729,1907 Fenerbahçe Academy
ESPORTSTMNT01/1421674,NLC,2020,7/17/2020 16:50,1,0,Blue,Riddle Esports,2132,1,18,12,64505,58183,BT Excel
ESPORTSTMNT01/1421674,NLC,2020,7/17/2020 16:50,1,0,Red,BT Excel,2132,0,12,18,58183,64505,Riddle Esports
ESPORTSTMNT04/1250170,LEC,2020,7/17/2020 16:58,1,0,Blue,Fnatic,2234,1,10,11,64620,62858,Misfits Gaming
ESPORTSTMNT04/1250170,LEC,2020,7/17/2020 16:58,1,0,Red,Misfits Gaming,2234,0,10,10,62858,64620,Fnatic
ESPORTSTMNT01/1431634,LCS.A,2020,7/17/2020 17:28,1,0,Blue,100 Thieves Academy,1786,1,15,8,57235,47376,Team Liquid Academy
ESPORTSTMNT01/1431634,LCS.A,2020,7/17/2020 17:28,1,0,Red,Team Liquid Academy,1786,0,8,15,47376,57235,100 Thieves Academy
ESPORTSTMNT01/1431635,LCS.A,2020,7/17/2020 17:28,1,0,Blue,Immortals Academy,1934,0,7,16,52579,60365,CLG Academy
ESPORTSTMNT01/1431635,LCS.A,2020,7/17/2020 17:28,1,0,Red,CLG Academy,1934,1,16,8,60365,52579,Immortals Academy
ESPORTSTMNT04/1240177,TRA,2020,7/17/2020 17:44,1,0,Blue,Royal Youth Academy,1659,1,21,11,56106,45409,Team AURORA Academy
ESPORTSTMNT04/1240177,TRA,2020,7/17/2020 17:44,1,0,Red,Team AURORA Academy,1659,0,11,21,45409,56106,Royal Youth Academy
ESPORTSTMNT04/1250185,LEC,2020,7/17/2020 18:07,1,0,Blue,Excel Esports,1624,0,9,19,42366,53593,MAD Lions
ESPORTSTMNT04/1250185,LEC,2020,7/17/2020 18:07,1,0,Red,MAD Lions,1624,1,19,9,53593,42366,Excel Esports
ESPORTSTMNT04/1250191,LEC,2020,7/17/2020 18:56,1,0,Blue,G2 Esports,2139,0,3,13,56239,64444,Origen
ESPORTSTMNT04/1250191,LEC,2020,7/17/2020 18:56,1,0,Red,Origen,2139,1,13,3,64444,56239,G2 Esports
ESPORTSTMNT01/1431668,LCS.A,2020,7/17/2020 19:05,1,0,Blue,Dignitas Academy,2078,0,15,22,56483,65659,Golden Guardians Academy
ESPORTSTMNT01/1431668,LCS.A,2020,7/17/2020 19:05,1,0,Red,Golden Guardians Academy,2078,1,22,15,65659,56483,Dignitas Academy
ESPORTSTMNT01/1431669,LCS.A,2020,7/17/2020 19:05,1,0,Blue,Evil Geniuses Academy,2101,0,4,21,58299,64206,Cloud9 Academy
ESPORTSTMNT01/1431669,LCS.A,2020,7/17/2020 19:05,1,0,Red,Cloud9 Academy,2101,1,21,4,64206,58299,Evil Geniuses Academy
ESPORTSTMNT01/1431671,LCS.A,2020,7/17/2020 19:07,1,0,Blue,FlyQuest Academy,2028,1,9,9,59804,57486,TSM Academy
ESPORTSTMNT01/1431671,LCS.A,2020,7/17/2020 19:07,1,0,Red,TSM Academy,2028,0,9,9,57486,59804,FlyQuest Academy
ESPORTSTMNT06/1301059,LMF,2020,7/17/2020 21:00,1,0,Blue,Coliseo Dragons,1373,0,4,14,34610,45623,Malvinas Gaming
ESPORTSTMNT06/1301059,LMF,2020,7/17/2020 21:00,1,0,Red,Malvinas Gaming,1373,1,14,4,45623,34610,Coliseo Dragons
ESPORTSTMNT06/1301070,LMF,2020,7/17/2020 22:20,1,0,Blue,Nocturns Gaming,2108,1,25,13,71108,58631,Furious Gaming Argentina
ESPORTSTMNT06/1301070,LMF,2020,7/17/2020 22:20,1,0,Red,Furious Gaming Argentina,2108,0,13,25,58631,71108,Nocturns Gaming
ESPORTSTMNT06/1301074,LMF,2020,7/17/2020 23:33,1,0,Blue,9z Team,1833,1,12,1,53600,43128,Isurus Academy
ESPORTSTMNT06/1301074,LMF,2020,7/17/2020 23:33,1,0,Red,Isurus Academy,1833,0,1,12,43128,53600,9z Team
ESPORTSTMNT01/1421788,LCS,2020,7/18/2020 0:30,1,0,Blue,TSM,2499,1,8,12,75167,71856,100 Thieves
ESPORTSTMNT01/1421788,LCS,2020,7/18/2020 0:30,1,0,Red,100 Thieves,2499,0,12,8,71856,75167,TSM
ESPORTSTMNT06/1301075,LMF,2020,7/18/2020 0:38,1,0,Blue,Intel New Indians,2132,0,7,21,53802,67577,River Plate Esports
ESPORTSTMNT06/1301075,LMF,2020,7/18/2020 0:38,1,0,Red,River Plate Esports,2132,1,21,7,67577,53802,Intel New Indians
ESPORTSTMNT01/1421812,LCS,2020,7/18/2020 1:47,1,0,Blue,Team Liquid,1920,1,17,8,62831,47804,Evil Geniuses
